mean_response_time,time
1.2625023,420410.72
1.3318013,421753.34
1.4396085,423203.6
1.4165059,424630.78
1.4396064,426081.03
1.4550061,427546.66
1.4550077,429012.28
1.4473068,430470.22
1.4011074,431882.03
1.4088047,433301.53
1.2856044,434598.03
1.3626031,435971.4
1.5166111,437498.53
1.2394012,438748.9
1.470407,440229.9
1.4781045,441718.6
1.324103,443053.53
1.1546999,444219.34
1.3241045,445554.28
1.3010058,446866.16
1.385708,448262.6
1.4011066,449674.4
1.370307,451055.47
1.1931973,452259.72
1.1469989,453417.84
1.4165068,454845.03
1.3010037,456156.9
1.3703086,457537.97
1.331804,458880.6
1.0391939,459931.1
1.4473091,461389.03
1.285601,462685.53
1.5089056,464204.97
1.3472043,465562.97
1.1392974,466713.4
1.2779036,468002.22
1.3086996,469321.78
1.2702012,470602.9
1.2239999,471837.9
1.177799,473026.78
1.1931987,474231.03
1.3857065,475627.47
1.301007,476939.34
1.3010014,478251.22
1.3010012,479563.1
1.2085993,480782.72
1.2625008,482056.16
1.4781082,483544.84
1.3164035,484872.1
1.2856029,486168.6
1.2086,487388.22
1.3087054,488707.78
1.2240009,489942.78
1.393403,491346.9
1.1315974,492489.66
1.4242065,493924.53
1.2471025,495182.6
1.1932012,496386.84
1.2625012,497660.28
1.4011065,499072.1
1.2933037,500376.28
1.3087028,501695.84
1.4550071,503161.47
1.2548023,504427.22
1.2009004,505639.16
1.1469958,506797.28
1.3780016,508186.03
1.301003,509497.9
1.3087041,510817.47
1.1855004,512014.03
1.1238977,513149.1
1.1161975,514276.47
1.3087015,515596.03
1.293302,516900.22
1.2239988,518135.22
1.3087041,519454.78
1.1161948,520582.16
1.1392962,521732.6
1.3010035,523044.47
1.2779057,524333.3
1.3703052,525714.4
1.231698,526957.06
1.0853963,528053.7
1.2009002,529265.6
1.3472022,530623.6
1.2933037,531927.8
1.301004,533239.7
1.2316992,534482.4
1.1623987,535655.9
1.2085998,536875.5
1.1778008,538064.4
1.2394012,539314.75
1.2162995,540542.06
1.2625027,541815.5
1.1085,542935.2
1.2085986,544154.8
1.2548013,545420.56
1.1700983,546601.75
1.3395058,547952.06
1.1085002,549071.75
1.131597,550214.5
1.2779047,551503.3
1.1623999,552676.8
1.3241032,554011.75
1.1547011,555177.56
1.2548008,556443.3
1.2779052,557732.1
1.1700982,558913.3
1.3395066,560263.6
1.231703,561506.3
1.1315993,562649.06
1.2394023,563899.44
1.1854968,565096
1.162396,566269.5
1.0930966,567373.8
1.085394,568470.44
1.3010029,569782.3
1.1931993,570986.56
1.2394036,572236.94
1.1855013,573433.5
1.1469973,574591.6
1.1700972,575772.8
1.2548022,577038.56
1.2394009,578288.94
1.1084979,579408.6
1.247103,580666.7
1.1161975,581794.06
1.0699952,582875.3
1.1161964,584002.7
1.2394013,585253.06
1.1700994,586434.25
1.1469988,587592.4
1.1161958,588719.75
1.0776955,589808.7
1.1932002,591012.94
1.2085993,592232.56
1.0699928,593313.8
1.293304,594618
0.9852928,595614.7
1.1854994,596811.25
1.2548034,598077
1.2625026,599350.44
1.2008984,600562.4
1.1084965,601682.06
1.116198,602809.44
1.1007974,603921.44
1.0853977,605018.06
1.262501,606291.5
1.1392976,607441.94
1.116196,608569.3
1.1392957,609719.75
1.131594,610862.5
1.146998,612020.6
1.069995,613101.9
1.1546985,614267.7
1.1701003,615448.9
1.0545923,616514.75
1.0622945,617588.3
1.1392969,618738.75
1.2394029,619989.1
1.1315976,621131.9
1.1315967,622274.6
1.0545943,623340.5
1.0006922,624352.56
1.1238976,625487.6
1.1778002,626676.5
0.98529226,627673.2
1.2317028,628915.9
1.1161968,630043.25
1.1547003,631209.06
1.0930948,632313.4
1.2933038,633617.56
1.0314919,634660.4
1.1701008,635841.56
1.0314922,636884.4
1.1315979,638027.1
1.1623988,639200.6
1.1931998,640404.9
1.0083922,641424.6
1.2163036,642651.94
1.2163008,643879.25
1.0930967,644983.56
0.9852927,645980.25
1.0699924,647061.5
1.1315993,648204.25
1.1007968,649316.25
1.1007956,650428.25
1.1392971,651578.7
1.2086,652798.3
1.0699935,653879.56
1.0853943,654976.2
1.1854995,656172.75
1.1623958,657346.25
1.0314922,658389.06
1.2317008,659631.75
1.0776936,660720.7
1.1392959,661871.1
1.054593,662937
1.023792,663972.1
1.1546985,665137.94
1.0699961,666219.2
1.2856029,667515.7
1.2394006,668766.06
1.1547009,669931.9
1.1392976,671082.3
1.1161962,672209.7
1.108496,673329.4
1.1624008,674502.9
1.2009002,675714.8
1.2394017,676965.2
1.1392987,678115.6
1.0930976,679219.94
1.1007979,680331.94
1.1546978,681497.75
1.1777996,682686.6
1.0083927,683706.4
1.1315991,684849.1
1.2856008,686145.6
1.146996,687303.75
1.216302,688531.06
1.0622946,689604.6
1.1700997,690785.8
1.0314931,691828.6
1.1392974,692979.06
1.108497,694098.75
1.1161985,695226.1
1.0622929,696299.7
1.2317003,697542.4
1.0622934,698615.94
1.2548018,699881.7
1.1623996,701055.2
0.97759205,702044.2
1.0853952,703140.8
1.1700976,704322
