mean_response_time,time
1.2933017,585711.1
1.2162987,586938.44
1.3626062,588311.8
1.2393997,589562.2
1.2317015,590804.9
1.2933049,592109.06
1.2240002,593344.06
1.2471014,594602.1
1.3395073,595952.44
1.3087023,597272
1.3010019,598583.9
1.2394011,599834.25
1.2624993,601107.7
1.385707,602504.1
1.2470999,603762.2
1.1778015,604951.06
1.2625028,606224.5
1.146999,607382.6
1.2471011,608640.7
1.439606,610090.94
1.3010039,611402.8
1.1007957,612514.8
1.239401,613765.2
1.2702031,615046.3
1.2163013,616273.6
1.3395016,617623.94
1.2317011,618866.6
1.3087041,620186.2
1.2779028,621475
1.2779014,622763.8
1.3472035,624121.8
1.0622942,625195.4
1.1007955,626307.4
1.3164014,627634.6
1.1623996,628808.1
1.2240012,630043.1
1.2009007,631255.06
1.2394019,632505.44
1.2317044,633748.1
1.2317014,634990.8
1.2163022,636218.1
1.0776963,637307.06
1.2317019,638549.75
1.1161972,639677.1
1.1161962,640804.5
1.3395041,642154.8
1.3241045,643489.75
1.123896,644624.8
1.2008984,645836.75
1.2163005,647064.06
1.216299,648291.4
1.116196,649418.75
1.1238955,650553.8
1.1547005,651719.6
1.1392975,652870.06
1.3318051,654212.7
1.0853955,655309.3
1.2702019,656590.44
1.2008998,657802.4
1.1777993,658991.25
1.1854998,660187.8
1.131596,661330.56
1.1623982,662504.06
1.1546991,663669.9
1.2394016,664920.25
1.1161952,666047.6
1.2548027,667313.4
1.1777971,668502.25
1.1161963,669629.6
1.2085975,670849.25
1.3395029,672199.56
1.2625033,673473
1.0622932,674546.56
1.2702013,675827.7
1.1546975,676993.5
1.1854992,678190.06
1.0930963,679294.4
1.1238958,680429.44
1.1546966,681595.25
1.1084981,682714.94
1.2317032,683957.6
1.1392983,685108.06
1.1777996,686296.94
1.1546975,687462.75
1.2240021,688697.75
1.223999,689932.75
1.2163026,691160.06
1.2317002,692402.75
1.224003,693637.75
1.2471031,694895.8
1.170101,696077
1.193199,697281.25
1.1700999,698462.44
1.2316995,699705.1
1.2086,700924.75
1.2086028,702144.4
1.2008982,703356.3
1.1546986,704522.1
1.2702003,705803.25
1.3240995,707138.2
1.2548006,708403.94
1.3780066,709792.7
1.0930959,710897
1.3010027,712208.9
1.0930958,713313.2
1.2086016,714532.8
1.3626043,715906.2
1.1855006,717102.75
1.3472048,718460.75
1.3626028,719834.1
1.1161963,720961.5
1.1777984,722150.4
1.3164043,723477.6
1.1623975,724651.1
1.193199,725855.4
1.2008996,727067.3
1.2240037,728302.3
1.2471038,729560.4
1.0853965,730657
1.2163007,731884.3
1.2856009,733180.8
1.3010021,734492.7
