mean_response_time,time
2.2250166,809935
2.1172197,812061.75
1.9093157,813980.94
1.9324119,815923.2
2.1865163,818119.1
2.0017142,820130.56
2.0710168,822211.2
2.0479145,824268.75
2.0402138,826318.6
1.8400142,828168.6
1.9555141,830133.94
1.9555159,832099.25
2.032517,834141.44
2.0941162,836245.1
2.0479167,838302.7
2.0864174,840398.7
1.9863142,842394.75
2.0325162,844436.94
1.986313,846433
2.1095188,848552.06
1.7014124,850263.7
2.0248168,852298.2
2.178817,854486.44
1.9324148,856428.7
2.0171149,858455.5
1.8631138,860328.56
1.8631129,862201.6
1.9940181,864205.4
1.7476134,865963.1
1.9940127,867966.9
2.040214,870016.75
1.9401147,871966.7
2.0556178,874031.94
2.0094142,876051.06
2.0171113,878077.9
1.9632139,880050.9
2.0094185,882070
1.8169115,883896.94
1.9093148,885816.1
2.1095192,887935.2
1.9632168,889908.2
1.9709151,891888.9
1.8631133,893761.94
1.8939142,895665.75
2.047916,897723.3
1.9093132,899642.5
2.0248148,901677
1.9401187,903626.94
1.940114,905576.9
1.8400131,907426.9
1.9786147,909415.25
1.8862123,911311.4
1.9401158,913261.3
1.9555155,915226.6
1.8785149,917115.06
2.1095157,919234.1
1.8400174,921084.1
2.0171144,923110.94
1.6475093,924768.75
1.7245136,926503.44
1.8477149,928361.1
1.9863148,930357.2
2.0017157,932368.6
1.8323122,934210.94
1.7399151,935961
1.8246125,937795.6
1.7630135,939568.75
1.9324132,941511
1.9401157,943460.94
1.6706089,945141.8
1.770712,946922.6
1.7399106,948672.7
1.9786142,950661.06
1.8554103,952526.44
1.8939157,954430.25
1.8477151,956287.94
1.8554146,958153.3
1.7707142,959934.1
1.7245094,961668.8
1.9247148,963603.4
1.6706073,965284.25
1.6475093,966942.06
1.7707105,968722.9
1.7938119,970526.75
2.0479176,972584.3
1.8631142,974457.4
1.7630137,976230.5
1.7476114,977988.25
1.6860114,979684.5
1.6783106,981373.06
1.7938138,983176.94
1.686013,984873.2
1.6937107,986577.1
1.8708156,988457.9
1.7707146,990238.7
1.7938116,992042.56
1.7784138,993831.06
1.7784117,995619.56
1.8477144,997477.25
1.6090097,999096.6
1.9247161,1.0010312e+06
1.8939126,1.002935e+06
1.7707142,1.0047158e+06
1.8785114,1.00660425e+06
1.7938123,1.0084081e+06
1.755312,1.01017356e+06
1.6244069,1.0118083e+06
1.5320088,1.0133508e+06
1.7168124,1.0150778e+06
1.8246154,1.01691244e+06
1.7553134,1.0186779e+06
1.7707126,1.0204587e+06
1.901613,1.0223702e+06
1.8708144,1.02425094e+06
1.7707142,1.02603175e+06
1.8015137,1.0278433e+06
1.801512,1.0296549e+06
1.8477138,1.03151256e+06
1.7938149,1.03331644e+06
1.8323143,1.03515875e+06
1.9324145,1.037101e+06
1.9170139,1.0390279e+06
1.7091109,1.0407472e+06
1.8092124,1.04256644e+06
2.009417,1.04458556e+06
1.8169163,1.0464125e+06
1.9093149,1.0483317e+06
1.7707154,1.0500678e+06
1.770713,1.051798e+06
1.7707169,1.0535282e+06
1.7245132,1.055212e+06
1.7399094,1.0569112e+06
1.7630112,1.0586338e+06
1.7861123,1.0603795e+06
1.5859084,1.0619238e+06
1.6475123,1.06353e+06
1.732211,1.0652215e+06
1.709117,1.0668898e+06
1.5859067,1.068434e+06
1.6167092,1.0700092e+06
1.5628067,1.0715302e+06
1.7014111,1.0731908e+06
1.6013113,1.0747505e+06
1.60901,1.076318e+06
